"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 01월 29일","167.96","170.16","170.16","167.07","50.64M","-2.07%"
"2018년 01월 26일","171.51","172.00","172.00","170.06","39.14M","0.23%"
"2018년 01월 25일","171.11","174.50","174.95","170.53","41.53M","-1.79%"
"2018년 01월 24일","174.22","177.25","177.30","173.20","51.11M","-1.59%"
"2018년 01월 23일","177.04","177.30","179.44","176.82","32.69M","0.02%"
"2018년 01월 22일","177.00","177.30","177.78","176.60","27.11M","-0.82%"
"2018년 01월 19일","178.46","178.61","179.58","177.41","32.43M","-0.45%"
"2018년 01월 18일","179.26","179.37","180.10","178.25","31.19M","0.09%"
"2018년 01월 17일","179.10","176.15","179.25","175.07","34.39M","1.65%"
"2018년 01월 16일","176.19","177.90","179.39","176.14","29.57M","-0.51%"
"2018년 01월 12일","177.09","176.18","177.36","175.65","25.42M","1.03%"
"2018년 01월 11일","175.28","174.59","175.49","174.49","18.67M","0.57%"
"2018년 01월 10일","174.29","173.16","174.30","173.00","23.96M","-0.02%"
"2018년 01월 09일","174.33","174.55","175.06","173.41","21.58M","-0.01%"
"2018년 01월 08일","174.35","174.35","175.61","173.93","20.57M","-0.37%"
"2018년 01월 05일","175.00","173.44","175.37","173.05","23.66M","1.14%"
"2018년 01월 04일","173.03","172.54","173.47","172.08","22.43M","0.46%"
"2018년 01월 03일","172.23","172.53","174.55","171.96","29.52M","-0.02%"
"2018년 01월 02일","172.26","170.16","172.30","169.26","25.56M","1.79%"
